"genus","species","secure","threatened","taxon"
"Carex","normalis",0.892,0.108,"plantae"
"Carex","oligocarpa",0.732,0.268,"plantae"
"Carex","pensylvanica",0.58,0.42,"plantae"
"Carex","platyphylla",0.784,0.216,"plantae"
"Carex","prasina",0.874,0.126,"plantae"
"Carex","retroflexa",0.686,0.314,"plantae"
"Carex","reznicekii",0.548,0.452,"plantae"
"Carex","rosea",0.594,0.406,"plantae"
"Carex","scabrata",0.89,0.11,"plantae"
"Carex","scoparia",0.612,0.388,"plantae"
"Carex","squarrosa",0.634,0.366,"plantae"
"Carex","stipata",0.742,0.258,"plantae"
"Carex","striata",0.848,0.152,"plantae"
"Carex","stricta",0.616,0.384,"plantae"
"Carex","swanii",0.194,0.806,"plantae"
"Carex","torta",0.814,0.186,"plantae"
"Carex","tribuloides",0.244,0.756,"plantae"
"Carex","virescens",0.782,0.218,"plantae"
"Carex","vulpinoidea",0.164,0.836,"plantae"
"Carex","willdenowii",0.696,0.304,"plantae"
"Carpinus","caroliniana",0.406,0.594,"plantae"
"Carthamus","tinctorius",0.664,0.336,"plantae"
"Carya","alba",0.686,0.314,"plantae"
"Carya","cordiformis",0.65,0.35,"plantae"
"Carya","glabra",0.624,0.376,"plantae"
"Carya","ovalis",0.834,0.166,"plantae"
"Carya","ovata",0.832,0.168,"plantae"
"Castanea","mollissima",0.528,0.472,"plantae"
"Castanea","sativa",0.886,0.114,"plantae"
"Catharanthus","roseus",0.734,0.266,"plantae"
"Caulophyllum","giganteum",0.776,0.224,"plantae"
"Caulophyllum","thalictroides",0.91,0.09,"plantae"
"Causonis","japonica",0.92,0.08,"plantae"
"Ceanothus","americanus",0.708,0.292,"plantae"
"Celtis","occidentalis",0.614,0.386,"plantae"
"Cenchrus","longispinus",0.65,0.35,"plantae"
"Cenchrus","tribuloides",0.494,0.506,"plantae"
"Centaurea","montana",0.828,0.172,"plantae"
"Cephalanthus","occidentalis",0.38,0.62,"plantae"
"Cerastium","velutinum",0.908,0.092,"plantae"
"Ceratophyllum","demersum",0.554,0.446,"plantae"
"Ceratostigma","plumbaginoides",0.632,0.368,"plantae"
"Cercis","canadensis",0.464,0.536,"plantae"
"Chaerophyllum","procumbens",0.806,0.194,"plantae"
"Chaerophyllum","tainturieri",0.346,0.654,"plantae"
"Chamaecrista","nictitans",0.39,0.61,"plantae"
"Chasmanthium","laxum",0.21,0.79,"plantae"
"Chelone","glabra",0.424,0.576,"plantae"
"Chelone","lyonii",0.642,0.358,"plantae"
"Chimaphila","maculata",0.364,0.636,"plantae"
"Chionanthus","virginicus",0.516,0.484,"plantae"
"Chrysopsis","mariana",0.48,0.52,"plantae"
"Chrysosplenium","americanum",0.814,0.186,"plantae"
"Cicuta","maculata",0.31,0.69,"plantae"
"Cinna","arundinacea",0.62,0.38,"plantae"
"Cinnamomum","camphora",0.834,0.166,"plantae"
"Circaea","canadensis",0.622,0.378,"plantae"
"Circaea","lutetiana",0.792,0.208,"plantae"
"Cirsium","discolor",0.528,0.472,"plantae"
"Cladrastis","kentukea",0.846,0.154,"plantae"
"Claytonia","virginica",0.442,0.558,"plantae"
"Claytosmunda","claytoniana",0.836,0.164,"plantae"
"Clematis","virginiana",0.65,0.35,"plantae"
"Cleome","houtteana",0.59,0.41,"plantae"
"Clerodendrum","trichotomum",0.784,0.216,"plantae"
"Clethra","alnifolia",0.278,0.722,"plantae"
"Clinopodium","vulgare",0.818,0.182,"plantae"
"Clintonia","umbellulata",0.856,0.144,"plantae"
"Clitoria","mariana",0.406,0.594,"plantae"
"Coleataenia","anceps",0.25,0.75,"plantae"
"Coleataenia","rigidula",0.648,0.352,"plantae"
"Collinsonia","canadensis",0.558,0.442,"plantae"
"Comandra","umbellata",0.634,0.366,"plantae"
"Comptonia","peregrina",0.788,0.212,"plantae"
"Conoclinium","coelestinum",0.442,0.558,"plantae"
"Conopholis","americana",0.562,0.438,"plantae"
"Corallorhiza","odontorhiza",0.856,0.144,"plantae"
"Cornus","alternifolia",0.91,0.09,"plantae"
"Cornus","amomum",0.63,0.37,"plantae"
"Cornus","florida",0.45,0.55,"plantae"
"Cornus","kousa",0.42,0.58,"plantae"
"Cornus","mas",0.818,0.182,"plantae"
"Cornus","sanguinea",0.854,0.146,"plantae"
"Cornus","sericea",0.664,0.336,"plantae"
"Cortaderia","selloana",0.456,0.544,"plantae"
"Corydalis","flavula",0.576,0.424,"plantae"
"Corylus","americana",0.62,0.38,"plantae"
"Cosmos","bipinnatus",0.534,0.466,"plantae"
"Crataegus","intricata",0.786,0.214,"plantae"
"Crataegus","uniflora",0.896,0.104,"plantae"
"Crocanthemum","canadense",0.634,0.366,"plantae"
"Crocus","kotschyanus",0.868,0.132,"plantae"
"Crocus","speciosus",0.894,0.106,"plantae"
"Crocus","tommasinianus",0.94,0.06,"plantae"
"Crotalaria","sagittalis",0.884,0.116,"plantae"
"Cryptomeria","japonica",0.856,0.144,"plantae"
"Cryptotaenia","canadensis",0.58,0.42,"plantae"
"Cucurbita","maxima",0.866,0.134,"plantae"
"Cucurbita","moschata",0.7,0.3,"plantae"
"Cucurbita","pepo",0.73,0.27,"plantae"
"Cunila","origanoides",0.838,0.162,"plantae"
"Cuphea","viscosissima",0.794,0.206,"plantae"
"Cuscuta","campestris",0.736,0.264,"plantae"
"Cuscuta","compacta",0.636,0.364,"plantae"
"Cuscuta","gronovii",0.534,0.466,"plantae"
"Cyclamen","hederifolium",0.82,0.18,"plantae"
"Cyperus","bipartitus",0.74,0.26,"plantae"
"Cyperus","brevifolius",0.398,0.602,"plantae"
"Cyperus","croceus",0.548,0.452,"plantae"
"Cyperus","echinatus",0.2,0.8,"plantae"
"Cyperus","filicinus",0.598,0.402,"plantae"
"Cyperus","filiculmis",0.47,0.53,"plantae"
"Cyperus","flavescens",0.472,0.528,"plantae"
"Cyperus","granitophilus",0.746,0.254,"plantae"
"Cyperus","hortensis",0.53,0.47,"plantae"
"Cyperus","lupulinus",0.528,0.472,"plantae"
"Cyperus","macrostachyos",0.488,0.512,"plantae"
"Cyperus","odoratus",0.32,0.68,"plantae"
"Cyperus","polystachyos",0.568,0.432,"plantae"
"Cyperus","pseudovegetus",0.208,0.792,"plantae"
"Cyperus","retrorsus",0.15,0.85,"plantae"
"Cyperus","squarrosus",0.714,0.286,"plantae"
"Cyperus","strigosus",0.246,0.754,"plantae"
"Cypripedium","acaule",0.454,0.546,"plantae"
"Cystopteris","protrusa",0.754,0.246,"plantae"
"Cystopteris","utahensis",0.928,0.072,"plantae"
"Dalibarda","repens",0.678,0.322,"plantae"
"Danthonia","spicata",0.576,0.424,"plantae"
"Decodon","verticillatus",0.252,0.748,"plantae"
"Dendrolycopodium","dendroideum",0.864,0.136,"plantae"
"Dendrolycopodium","hickeyi",0.918,0.082,"plantae"
"Dendrolycopodium","obscurum",0.312,0.688,"plantae"
"Dennstaedtia","punctilobula",0.444,0.556,"plantae"
"Deparia","acrostichoides",0.864,0.136,"plantae"
"Deschampsia","cespitosa",0.908,0.092,"plantae"
"Desmodium","canescens",0.706,0.294,"plantae"
"Desmodium","ciliare",0.864,0.136,"plantae"
"Desmodium","glabellum",0.634,0.366,"plantae"
"Desmodium","marilandicum",0.696,0.304,"plantae"
"Desmodium","paniculatum",0.49,0.51,"plantae"
"Desmodium","perplexum",0.768,0.232,"plantae"
"Desmodium","rotundifolium",0.662,0.338,"plantae"
"Dicentra","canadensis",0.716,0.284,"plantae"
"Dicentra","cucullaria",0.514,0.486,"plantae"
"Dichanthelium","acuminatum",0.552,0.448,"plantae"
"Dichanthelium","boreale",0.92,0.08,"plantae"
"Dichanthelium","boscii",0.638,0.362,"plantae"
"Dichanthelium","clandestinum",0.438,0.562,"plantae"
"Dichanthelium","commonsianum",0.504,0.496,"plantae"
"Dichanthelium","commutatum",0.558,0.442,"plantae"
"Dichanthelium","depauperatum",0.466,0.534,"plantae"
"Dichanthelium","ensifolium",0.63,0.37,"plantae"
"Dichanthelium","lanuginosum",0.392,0.608,"plantae"
"Dichanthelium","latifolium",0.836,0.164,"plantae"
"Dichanthelium","lindheimeri",0.228,0.772,"plantae"
"Dichanthelium","longiligulatum",0.928,0.072,"plantae"
"Dichanthelium","meridionale",0.396,0.604,"plantae"
"Dichanthelium","polyanthes",0.266,0.734,"plantae"
"Dichanthelium","scoparium",0.17,0.83,"plantae"
"Dichanthelium","sphaerocarpon",0.368,0.632,"plantae"
"Dichanthelium","spretum",0.722,0.278,"plantae"
"Dichanthelium","villosissimum",0.482,0.518,"plantae"
"Diervilla","lonicera",0.744,0.256,"plantae"
"Digitaria","pauciflora",0.768,0.232,"plantae"
"Diodia","virginiana",0.206,0.794,"plantae"
"Diospyros","virginiana",0.432,0.568,"plantae"
"Diphasiastrum","digitatum",0.414,0.586,"plantae"
"Distichlis","spicata",0.524,0.476,"plantae"
"Doellingeria","umbellata",0.882,0.118,"plantae"
"Drosera","intermedia",0.374,0.626,"plantae"
"Dryopteris","carthusiana",0.616,0.384,"plantae"
"Dryopteris","cristata",0.706,0.294,"plantae"
"Dryopteris","erythrosora",0.688,0.312,"plantae"
"Dryopteris","goldieana",0.886,0.114,"plantae"
"Dryopteris","intermedia",0.79,0.21,"plantae"
"Dryopteris","marginalis",0.798,0.202,"plantae"
"Dulichium","arundinaceum",0.398,0.602,"plantae"
"Echinochloa","muricata",0.686,0.314,"plantae"
"Echinochloa","walteri",0.71,0.29,"plantae"
"Echinocystis","lobata",0.806,0.194,"plantae"
"Edrastima","uniflora",0.488,0.512,"plantae"
"Eleocharis","acicularis",0.552,0.448,"plantae"
"Eleocharis","obtusa",0.236,0.764,"plantae"
"Eleocharis","palustris",0.696,0.304,"plantae"
"Eleocharis","parvula",0.492,0.508,"plantae"
"Eleocharis","tenuis",0.802,0.198,"plantae"
"Eleocharis","tuberculosa",0.562,0.438,"plantae"
"Elephantopus","carolinianus",0.46,0.54,"plantae"
"Elodea","canadensis",0.888,0.112,"plantae"
"Elodea","nuttallii",0.796,0.204,"plantae"
"Elymus","canadensis",0.656,0.344,"plantae"
"Elymus","hystrix",0.678,0.322,"plantae"
"Elymus","macgregorii",0.646,0.354,"plantae"
"Elymus","virginicus",0.134,0.866,"plantae"
"Epifagus","virginiana",0.378,0.622,"plantae"
"Epigaea","repens",0.468,0.532,"plantae"
"Epilobium","coloratum",0.76,0.24,"plantae"
"Equisetum","arvense",0.44,0.56,"plantae"
"Equisetum","hyemale",0.646,0.354,"plantae"
"Eragrostis","frankii",0.65,0.35,"plantae"
"Eragrostis","hypnoides",0.936,0.064,"plantae"
"Eragrostis","pectinacea",0.638,0.362,"plantae"
"Eragrostis","spectabilis",0.394,0.606,"plantae"
"Erechtites","hieraciifolia",0.452,0.548,"plantae"
"Erigeron","annuus",0.476,0.524,"plantae"
"Erigeron","canadensis",0.488,0.512,"plantae"
"Erigeron","philadelphicus",0.498,0.502,"plantae"
"Erigeron","strigosus",0.504,0.496,"plantae"
"Eryngium","aquaticum",0.558,0.442,"plantae"
"Erythronium","americanum",0.472,0.528,"plantae"
"Eschscholzia","californica",0.722,0.278,"plantae"
"Eubotrys","racemosa",0.322,0.678,"plantae"
"Euonymus","americanus",0.356,0.644,"plantae"
"Euonymus","atropurpureus",0.73,0.27,"plantae"
"Euonymus","japonicus",0.634,0.366,"plantae"
"Eupatorium","album",0.152,0.848,"plantae"
"Eupatorium","godfreyanum",0.476,0.524,"plantae"
"Eupatorium","hyssopifolium",0.23,0.77,"plantae"
"Eupatorium","perfoliatum",0.426,0.574,"plantae"
"Eupatorium","pilosum",0.322,0.678,"plantae"
"Eupatorium","purpureum",0.794,0.206,"plantae"
"Eupatorium","quaternum",0.88,0.12,"plantae"
"Eupatorium","rotundifolium",0.194,0.806,"plantae"
"Eupatorium","serotinum",0.466,0.534,"plantae"
"Eupatorium","sessilifolium",0.878,0.122,"plantae"
"Euphorbia","amygdaloides",0.88,0.12,"plantae"
"Euphorbia","commutata",0.902,0.098,"plantae"
"Euphorbia","ipecacuanhae",0.47,0.53,"plantae"
"Euphorbia","maculata",0.442,0.558,"plantae"
"Euphorbia","nutans",0.368,0.632,"plantae"
"Euphorbia","polygonifolia",0.604,0.396,"plantae"
"Eurybia","divaricata",0.634,0.366,"plantae"
"Eurybia","macrophylla",0.916,0.084,"plantae"
"Eurybia","schreberi",0.736,0.264,"plantae"
"Euthamia","caroliniana",0.256,0.744,"plantae"
"Euthamia","graminifolia",0.624,0.376,"plantae"
"Eutrochium","dubium",0.216,0.784,"plantae"
"Eutrochium","fistulosum",0.662,0.338,"plantae"
"Eutrochium","maculatum",0.798,0.202,"plantae"
"Eutrochium","purpureum",0.796,0.204,"plantae"
"Fagus","grandifolia",0.392,0.608,"plantae"
"Fallopia","scandens",0.478,0.522,"plantae"
"Festuca","bromoides",0.756,0.244,"plantae"
"Festuca","subverticillata",0.744,0.256,"plantae"
"Fimbristylis","autumnalis",0.158,0.842,"plantae"
"Fimbristylis","spadicea",0.576,0.424,"plantae"
"Floerkea","proserpinacoides",0.77,0.23,"plantae"
"Fothergilla","major",0.858,0.142,"plantae"
"Fragaria","vesca",0.736,0.264,"plantae"
"Fragaria","virginiana",0.49,0.51,"plantae"
"Fraxinus","americana",0.608,0.392,"plantae"
"Fraxinus","pennsylvanica",0.612,0.388,"plantae"
"Fuirena","squarrosa",0.57,0.43,"plantae"
"Galactia","regularis",0.704,0.296,"plantae"
"Galanthus","elwesii",0.774,0.226,"plantae"
"Galearis","spectabilis",0.49,0.51,"plantae"
"Galium","aparine",0.474,0.526,"plantae"
"Galium","circaezans",0.684,0.316,"plantae"
"Galium","obtusum",0.622,0.378,"plantae"
"Galium","pilosum",0.446,0.554,"plantae"
"Galium","tinctorium",0.676,0.324,"plantae"
"Galium","triflorum",0.566,0.434,"plantae"
"Gamochaeta","purpurea",0.248,0.752,"plantae"
"Gaultheria","procumbens",0.796,0.204,"plantae"
"Gaylussacia","baccata",0.464,0.536,"plantae"
"Gaylussacia","dumosa",0.784,0.216,"plantae"
"Gaylussacia","frondosa",0.184,0.816,"plantae"
"Gentiana","clausa",0.924,0.076,"plantae"
"Geranium","carolinianum",0.406,0.594,"plantae"
"Geranium","maculatum",0.364,0.636,"plantae"
"Geranium","sanguineum",0.848,0.152,"plantae"
"Geum","canadense",0.45,0.55,"plantae"
"Geum","fragarioides",0.836,0.164,"plantae"
"Gillenia","trifoliata",0.846,0.154,"plantae"
"Glyceria","canadensis",0.826,0.174,"plantae"
"Glyceria","obtusa",0.312,0.688,"plantae"
"Glyceria","striata",0.326,0.674,"plantae"
"Goodyera","pubescens",0.44,0.56,"plantae"
"Gratiola","lutea",0.66,0.34,"plantae"
"Gratiola","virginiana",0.672,0.328,"plantae"
"Greeneochloa","coarctata",0.82,0.18,"plantae"
"Gymnocladus","dioicus",0.7,0.3,"plantae"
"Gymnopogon","ambiguus",0.728,0.272,"plantae"
"Hackelia","virginiana",0.816,0.184,"plantae"
"Hamamelis","virginiana",0.564,0.436,"plantae"
"Hedeoma","pulegioides",0.88,0.12,"plantae"
"Helenium","amarum",0.538,0.462,"plantae"
"Helenium","autumnale",0.452,0.548,"plantae"
"Helianthus","angustifolius",0.384,0.616,"plantae"
"Helianthus","decapetalus",0.816,0.184,"plantae"
"Helianthus","divaricatus",0.71,0.29,"plantae"
"Helianthus","giganteus",0.796,0.204,"plantae"
"Helianthus","simulans",0.924,0.076,"plantae"
"Helianthus","strumosus",0.898,0.102,"plantae"
"Heliopsis","helianthoides",0.762,0.238,"plantae"
"Helleborus","foetidus",0.844,0.156,"plantae"
"Helleborus","orientalis",0.794,0.206,"plantae"
"Heteranthera","dubia",0.658,0.342,"plantae"
"Heteranthera","reniformis",0.832,0.168,"plantae"
"Heuchera","alba",0.854,0.146,"plantae"
"Heuchera","americana",0.722,0.278,"plantae"
"Hexasepalum","teres",0.196,0.804,"plantae"
"Hexastylis","arifolia",0.812,0.188,"plantae"
"Hibiscus","coccineus",0.57,0.43,"plantae"
"Hibiscus","moscheutos",0.302,0.698,"plantae"
"Hieracium","gronovii",0.566,0.434,"plantae"
"Hieracium","paniculatum",0.714,0.286,"plantae"
"Hieracium","scabrum",0.664,0.336,"plantae"
"Hieracium","venosum",0.472,0.528,"plantae"
"Hordeum","pusillum",0.632,0.368,"plantae"
"Houstonia","caerulea",0.364,0.636,"plantae"
"Houstonia","longifolia",0.818,0.182,"plantae"
"Houstonia","purpurea",0.532,0.468,"plantae"
"Houstonia","pusilla",0.232,0.768,"plantae"
"Humulus","lupulus",0.888,0.112,"plantae"
"Huperzia","lucidula",0.76,0.24,"plantae"
"Hyacinthoides","hispanica",0.838,0.162,"plantae"
"Hyacinthoides","non-scripta",0.956,0.044,"plantae"
"Hyacinthus","orientalis",0.726,0.274,"plantae"
"Hydrangea","anomala",0.892,0.108,"plantae"
"Hydrangea","arborescens",0.746,0.254,"plantae"
"Hydrangea","macrophylla",0.652,0.348,"plantae"
"Hydrangea","paniculata",0.862,0.138,"plantae"
"Hydrangea","quercifolia",0.892,0.108,"plantae"
"Hydrocotyle","umbellata",0.238,0.762,"plantae"
"Hydrophyllum","canadense",0.682,0.318,"plantae"
"Hydrophyllum","virginianum",0.6,0.4,"plantae"
"Hylodesmum","nudiflorum",0.644,0.356,"plantae"
"Hylotelephium","telephioides",0.748,0.252,"plantae"
"Hypericum","calycinum",0.716,0.284,"plantae"
"Hypericum","canadense",0.454,0.546,"plantae"
"Hypericum","densiflorum",0.896,0.104,"plantae"
"Hypericum","gentianoides",0.402,0.598,"plantae"
"Hypericum","hypericoides",0.274,0.726,"plantae"
"Hypericum","mutilum",0.428,0.572,"plantae"
"Hypericum","prolificum",0.862,0.138,"plantae"
"Hypericum","punctatum",0.43,0.57,"plantae"
"Hypopitys","monotropa",0.642,0.358,"plantae"
"Hypoxis","hirsuta",0.654,0.346,"plantae"
"Ilex","aquifolium",0.844,0.156,"plantae"
"Ilex","cornuta",0.55,0.45,"plantae"
"Ilex","glabra",0.302,0.698,"plantae"
"Ilex","laevigata",0.724,0.276,"plantae"
"Ilex","opaca",0.42,0.58,"plantae"
"Ilex","verticillata",0.432,0.568,"plantae"
"Impatiens","capensis",0.414,0.586,"plantae"
"Impatiens","pallida",0.634,0.366,"plantae"
"Impatiens","walleriana",0.8,0.2,"plantae"
"Ionactis","linariifolia",0.636,0.364,"plantae"
"Ipheion","uniflorum",0.73,0.27,"plantae"
"Ipomoea","alba",0.73,0.27,"plantae"
"Ipomoea","batatas",0.592,0.408,"plantae"
"Ipomoea","hederifolia",0.802,0.198,"plantae"
"Ipomoea","pandurata",0.418,0.582,"plantae"
"Iris","sanguinea",0.876,0.124,"plantae"
"Iris","versicolor",0.464,0.536,"plantae"
"Isotria","verticillata",0.848,0.152,"plantae"
"Itea","virginica",0.366,0.634,"plantae"
"Iva","annua",0.604,0.396,"plantae"
"Iva","frutescens",0.386,0.614,"plantae"
"Juglans","nigra",0.486,0.514,"plantae"
"Juncus","acuminatus",0.264,0.736,"plantae"
"Juncus","anthelatus",0.608,0.392,"plantae"
"Juncus","biflorus",0.378,0.622,"plantae"
"Juncus","bufonius",0.476,0.524,"plantae"
"Juncus","canadensis",0.368,0.632,"plantae"
"Juncus","debilis",0.676,0.324,"plantae"
"Juncus","dichotomus",0.15,0.85,"plantae"
"Juncus","diffusissimus",0.258,0.742,"plantae"
"Juncus","effusus",0.298,0.702,"plantae"
"Juncus","gerardi",0.48,0.52,"plantae"
"Juncus","marginatus",0.76,0.24,"plantae"
"Juncus","pylaei",0.534,0.466,"plantae"
"Juncus","repens",0.412,0.588,"plantae"
"Juncus","roemerianus",0.476,0.524,"plantae"
"Juncus","scirpoides",0.248,0.752,"plantae"
"Juncus","secundus",0.592,0.408,"plantae"
"Juncus","subcaudatus",0.796,0.204,"plantae"
"Juncus","tenuis",0.346,0.654,"plantae"
"Juniperus","virginiana",0.388,0.612,"plantae"
"Justicia","americana",0.718,0.282,"plantae"
"Kalmia","latifolia",0.372,0.628,"plantae"
"Kellochloa","verrucosa",0.314,0.686,"plantae"
"Kerria","japonica",0.61,0.39,"plantae"
"Kniphofia","uvaria",0.8,0.2,"plantae"
"Kolkwitzia","amabilis",0.748,0.252,"plantae"
"Kosteletzkya","pentacarpos",0.336,0.664,"plantae"
"Krigia","virginica",0.52,0.48,"plantae"
"Lactuca","biennis",0.824,0.176,"plantae"
"Lactuca","canadensis",0.516,0.484,"plantae"
"Lactuca","floridana",0.654,0.346,"plantae"
"Lamprocapnos","spectabilis",0.648,0.352,"plantae"
"Lantana","camara",0.71,0.29,"plantae"
"Laportea","canadensis",0.59,0.41,"plantae"
"Lathyrus","sylvestris",0.486,0.514,"plantae"
"Lechea","racemulosa",0.278,0.722,"plantae"
"Leersia","oryzoides",0.48,0.52,"plantae"
"Leersia","virginica",0.544,0.456,"plantae"
"Lemna","minor",0.552,0.448,"plantae"
"Lepidium","virginicum",0.562,0.438,"plantae"
"Lespedeza","hirta",0.362,0.638,"plantae"
"Lespedeza","procumbens",0.542,0.458,"plantae"
"Lespedeza","repens",0.39,0.61,"plantae"
"Lespedeza","virginica",0.364,0.636,"plantae"
"Leucojum","vernum",0.878,0.122,"plantae"
"Liatris","pilosa",0.542,0.458,"plantae"
"Liatris","pycnostachya",0.796,0.204,"plantae"
"Lilaeopsis","chinensis",0.426,0.574,"plantae"
"Lilium","canadense",0.836,0.164,"plantae"
"Lilium","superbum",0.5,0.5,"plantae"
"Lindera","benzoin",0.466,0.534,"plantae"
"Lindernia","dubia",0.46,0.54,"plantae"
"Linum","medium",0.594,0.406,"plantae"
"Liquidambar","styraciflua",0.424,0.576,"plantae"
"Liriodendron","tulipifera",0.466,0.534,"plantae"
"Lithospermum","canescens",0.854,0.146,"plantae"
"Lobelia","cardinalis",0.428,0.572,"plantae"
"Lobelia","inflata",0.446,0.554,"plantae"
"Lobelia","nuttallii",0.39,0.61,"plantae"
"Lobelia","puberula",0.164,0.836,"plantae"
"Lobelia","siphilitica",0.59,0.41,"plantae"
"Lobelia","spicata",0.826,0.174,"plantae"
"Lonicera","dioica",0.836,0.164,"plantae"
"Lonicera","periclymenum",0.714,0.286,"plantae"
"Lonicera","sempervirens",0.522,0.478,"plantae"
"Lorinseria","areolata",0.208,0.792,"plantae"
"Ludwigia","alternifolia",0.492,0.508,"plantae"
"Ludwigia","hexapetala",0.864,0.136,"plantae"
"Ludwigia","palustris",0.428,0.572,"plantae"
"Luzula","acuminata",0.834,0.166,"plantae"
"Luzula","bulbosa",0.392,0.608,"plantae"
"Luzula","echinata",0.492,0.508,"plantae"
"Luzula","multiflora",0.76,0.24,"plantae"
"Lycopodiella","appressa",0.798,0.202,"plantae"
"Lycopodium","clavatum",0.908,0.092,"plantae"
"Lycopus","americanus",0.55,0.45,"plantae"
"Lycopus","uniflorus",0.712,0.288,"plantae"
"Lycopus","virginicus",0.612,0.388,"plantae"
"Lycoris","radiata",0.384,0.616,"plantae"
"Lycoris","squamigera",0.772,0.228,"plantae"
"Lyonia","ligustrina",0.462,0.538,"plantae"
"Lyonia","mariana",0.486,0.514,"plantae"
"Lysimachia","borealis",0.844,0.156,"plantae"
"Lysimachia","ciliata",0.516,0.484,"plantae"
"Lysimachia","clethroides",0.692,0.308,"plantae"
"Lysimachia","quadrifolia",0.76,0.24,"plantae"
"Lysimachia","terrestris",0.576,0.424,"plantae"
"Lythrum","lineare",0.554,0.446,"plantae"
"Magnolia","acuminata",0.844,0.156,"plantae"
"Magnolia","virginiana",0.306,0.694,"plantae"
"Mahonia","aquifolium",0.856,0.144,"plantae"
"Maianthemum","canadense",0.912,0.088,"plantae"
"Maianthemum","racemosum",0.416,0.584,"plantae"
"Malus","coronaria",0.886,0.114,"plantae"
"Malus","domestica",0.786,0.214,"plantae"
"Marsilea","mutica",0.882,0.118,"plantae"
"Medeola","virginiana",0.408,0.592,"plantae"
"Melampyrum","lineare",0.414,0.586,"plantae"
"Menispermum","canadense",0.608,0.392,"plantae"
"Mentha","canadensis",0.766,0.234,"plantae"
"Mertensia","virginica",0.462,0.538,"plantae"
"Metasequoia","glyptostroboides",0.67,0.33,"plantae"
"Micranthes","virginiensis",0.482,0.518,"plantae"
"Mikania","scandens",0.2,0.8,"plantae"
"Mimulus","alatus",0.57,0.43,"plantae"
"Mimulus","ringens",0.504,0.496,"plantae"
"Mirabilis","nyctaginea",0.796,0.204,"plantae"
"Mitchella","repens",0.372,0.628,"plantae"
"Mitella","diphylla",0.71,0.29,"plantae"
"Monarda","citriodora",0.658,0.342,"plantae"
"Monarda","didyma",0.832,0.168,"plantae"
"Monarda","fistulosa",0.546,0.454,"plantae"
"Monarda","punctata",0.408,0.592,"plantae"
"Monotropa","uniflora",0.394,0.606,"plantae"
"Morella","cerifera",0.352,0.648,"plantae"
"Morella","pensylvanica",0.398,0.602,"plantae"
"Morus","indica",0.742,0.258,"plantae"
"Morus","rubra",0.696,0.304,"plantae"
"Muhlenbergia","frondosa",0.784,0.216,"plantae"
"Muhlenbergia","schreberi",0.522,0.478,"plantae"
"Muhlenbergia","sobolifera",0.864,0.136,"plantae"
"Muhlenbergia","tenuiflora",0.834,0.166,"plantae"
"Muscari","armeniacum",0.75,0.25,"plantae"
"Myosotis","laxa",0.666,0.334,"plantae"
"Myosotis","ramosissima",0.588,0.412,"plantae"
"Myosotis","sylvatica",0.872,0.128,"plantae"
"Myriophyllum","pinnatum",0.566,0.434,"plantae"
"Myriopteris","lanosa",0.822,0.178,"plantae"
"Nabalus","albus",0.882,0.118,"plantae"
"Nabalus","altissima",0.886,0.114,"plantae"
"Nabalus","serpentarius",0.636,0.364,"plantae"
"Narcissus","tazetta",0.728,0.272,"plantae"
"Nasturtium","officinale",0.79,0.21,"plantae"
"Nemophila","maculata",0.828,0.172,"plantae"
"Nerium","oleander",0.724,0.276,"plantae"
"Nidorella","ivifolia",0.754,0.246,"plantae"
"Nuphar","advena",0.43,0.57,"plantae"
"Nuphar","variegata",0.694,0.306,"plantae"
"Nuttallanthus","canadensis",0.274,0.726,"plantae"
"Nymphaea","odorata",0.47,0.53,"plantae"
"Nyssa","sylvatica",0.398,0.602,"plantae"
"Obolaria","virginica",0.638,0.362,"plantae"
"Oclemena","acuminata",0.868,0.132,"plantae"
"Oenothera","biennis",0.486,0.514,"plantae"
"Oenothera","drummondii",0.808,0.192,"plantae"
"Oenothera","fruticosa",0.77,0.23,"plantae"
"Oenothera","gaura",0.802,0.198,"plantae"
"Oenothera","laciniata",0.344,0.656,"plantae"
"Oenothera","lindheimeri",0.766,0.234,"plantae"
"Oenothera","parviflora",0.834,0.166,"plantae"
"Oenothera","speciosa",0.644,0.356,"plantae"
"Onoclea","sensibilis",0.402,0.598,"plantae"
"Ophioglossum","vulgatum",0.324,0.676,"plantae"
"Opuntia","humifusa",0.354,0.646,"plantae"
"Orontium","aquaticum",0.59,0.41,"plantae"
"Osmorhiza","claytonii",0.722,0.278,"plantae"
"Osmorhiza","longistylis",0.52,0.48,"plantae"
"Osmunda","regalis",0.898,0.102,"plantae"
"Osmunda","spectabilis",0.298,0.702,"plantae"
"Osmundastrum","cinnamomeum",0.374,0.626,"plantae"
"Ostrya","virginiana",0.736,0.264,"plantae"
"Oxalis","articulata",0.592,0.408,"plantae"
"Oxalis","debilis",0.62,0.38,"plantae"
"Oxalis","dillenii",0.524,0.476,"plantae"
"Oxalis","grandis",0.81,0.19,"plantae"
"Oxalis","montana",0.8,0.2,"plantae"
"Oxalis","stricta",0.628,0.372,"plantae"
"Oxalis","triangularis",0.458,0.542,"plantae"
"Oxalis","violacea",0.544,0.456,"plantae"
"Oxypolis","rigidior",0.618,0.382,"plantae"
"Packera","aurea",0.382,0.618,"plantae"
"Packera","dubia",0.58,0.42,"plantae"
"Packera","obovata",0.808,0.192,"plantae"
